City,Colors Reported,Shape Reported,State,Time,sightings,Year
Allen,RED,SpaceShip,TX,2011-07-22 03:00:00,19,2011
McKinney,,LIGHT,TX,2011-07-22 20:30:00,19,2011
Houston,,LIGHT,TX,2011-07-22 20:55:00,19,2011
Houston,,LIGHT,TX,2011-07-22 21:00:00,19,2011
Livonia,ORANGE,FIREBALL,MI,2011-07-22 21:00:00,19,2011
Pawleys Island,ORANGE,SPHERE,SC,2011-07-22 21:00:00,19,2011
Menomonee Falls,,LIGHT,WI,2011-07-22 21:10:00,19,2011
Knoxville,,FIREBALL,TN,2011-07-22 21:15:00,19,2011
Sanford,,SpaceShip,FL,2011-07-22 21:40:00,19,2011
Redlands,,LIGHT,CA,2011-07-22 21:45:00,19,2011
Portland,BLUE,LIGHT,OR,2011-07-22 21:50:00,19,2011
Appling,,FIREBALL,GA,2011-07-22 22:00:00,19,2011
Woodbury,ORANGE,LIGHT,MN,2011-07-22 22:40:00,19,2011
New Smyrna Beach,,FIREBALL,FL,2011-07-22 23:00:00,19,2011
White Mountains,,DISK,NH,2011-07-22 23:00:00,19,2011
Spokane Valley,,DISK,WA,2011-07-22 23:15:00,19,2011
Huntersville,,LIGHT,NC,2011-07-22 23:55:00,19,2011
Marysville,RED,SPHERE,WA,2011-07-23 00:07:00,26,2011
Key West,RED,CIGAR,FL,2011-07-23 01:35:00,26,2011
Gainesville,,FLASH,FL,2011-07-23 05:00:00,26,2011
Eagle Creek,,FLASH,OR,2011-07-23 05:23:00,26,2011
Mesa,,CIRCLE,AZ,2011-07-23 06:50:00,26,2011
Fort Pierce,RED,LIGHT,FL,2011-07-23 09:00:00,26,2011
St. Charles,,LIGHT,IL,2011-07-23 11:00:00,26,2011
Council Bluffs,,SpaceShip,IA,2011-07-23 15:30:00,26,2011
Fredericksburg,,CIGAR,VA,2011-07-23 16:00:00,26,2011
Seattle,,LIGHT,WA,2011-07-23 17:00:00,26,2011
Ursa,,LIGHT,IL,2011-07-23 17:00:00,26,2011
Houston,,FIREBALL,TX,2011-07-23 19:20:00,26,2011
Lawrenceville,,CIGAR,GA,2011-07-23 19:30:00,26,2011
Memphis,,OTHER,TN,2011-07-23 20:52:00,26,2011
Landsdale,,FIREBALL,PA,2011-07-23 21:00:00,26,2011
Yucaipa,YELLOW,LIGHT,CA,2011-07-23 21:00:00,26,2011
Cedarburg,,LIGHT,WI,2011-07-23 21:34:00,26,2011
Clive,,OVAL,IA,2011-07-23 22:10:00,26,2011
Des Moines,,LIGHT,WA,2011-07-23 22:15:00,26,2011
Monticello,BLUE,LIGHT,NY,2011-07-23 22:15:00,26,2011
Falcon,,LIGHT,CO,2011-07-23 23:00:00,26,2011
Jackson Hole,,SpaceShip,WY,2011-07-23 23:00:00,26,2011
Lewiston,,LIGHT,ID,2011-07-23 23:00:00,26,2011
Anaheim,,SpaceShip,CA,2011-07-23 23:06:00,26,2011
Sylvania,,FIREBALL,GA,2011-07-23 23:20:00,26,2011
Chicago,ORANGE,SpaceShip,IL,2011-07-23 23:47:00,26,2011
Sloan,,LIGHT,TX,2011-07-24 00:00:00,16,2011
Billings,RED,FIREBALL,MT,2011-07-24 00:02:00,16,2011
Oxnard,RED GREEN,SpaceShip,CA,2011-07-24 01:00:00,16,2011
Colonie,,OVAL,NY,2011-07-24 09:15:00,16,2011
San Antonio,,CIRCLE,TX,2011-07-24 18:00:00,16,2011
Hemet,ORANGE,FIREBALL,CA,2011-07-24 20:00:00,16,2011
Hemet,RED ORANGE,FIREBALL,CO,2011-07-24 20:00:00,16,2011
Oak Lawn,RED YELLOW,CIRCLE,IL,2011-07-24 20:45:00,16,2011
East Islip,RED,CIRCLE,NY,2011-07-24 20:57:00,16,2011
Ewa Beach,,CIRCLE,HI,2011-07-24 21:00:00,16,2011
Fruita,ORANGE,CIRCLE,CO,2011-07-24 21:15:00,16,2011
Miami,RED,LIGHT,FL,2011-07-24 22:30:00,16,2011
Orting,,LIGHT,WA,2011-07-24 23:03:00,16,2011
Orting,,LIGHT,WA,2011-07-24 23:03:00,16,2011
Ocala,RED,CIRCLE,FL,2011-07-24 23:33:00,16,2011
Farrell,,FIREBALL,PA,2011-07-24 23:50:00,16,2011
Flagler Beach,,FIREBALL,FL,2011-07-25 00:00:00,10,2011
Osprey,,OTHER,FL,2011-07-25 00:30:00,10,2011
Columbus,,CHEVRON,OH,2011-07-25 01:45:00,10,2011
Seattle,RED,FIREBALL,WA,2011-07-25 03:20:00,10,2011
Oceanside,,FIREBALL,CA,2011-07-25 08:54:00,10,2011
Farmington,YELLOW,OVAL,MN,2011-07-25 12:23:00,10,2011
Skamania Co.,,RECTANGLE,WA,2011-07-25 20:49:00,10,2011
Galesburg,,VARIOUS,MI,2011-07-25 21:00:00,10,2011
Broomfield,,LIGHT,CO,2011-07-25 22:15:00,10,2011
Mayville,,LIGHT,WI,2011-07-25 22:50:00,10,2011
Kent Island,,CYLINDER,MD,2011-07-26 15:00:00,8,2011
Cotulla,YELLOW,RECTANGLE,TX,2011-07-26 19:30:00,8,2011
Memphis,,CIGAR,TN,2011-07-26 19:50:00,8,2011
Memphis,,CIGAR,TN,2011-07-26 19:50:00,8,2011
In-flight sighting,,CIGAR,IL,2011-07-26 20:00:00,8,2011
Battle Creek,,FIREBALL,MI,2011-07-26 20:45:00,8,2011
Lebanon,BLUE,FIREBALL,OH,2011-07-26 21:30:00,8,2011
Chicago,,FIREBALL,IL,2011-07-26 21:34:00,8,2011
Burlington,,OVAL,KY,2011-07-27 00:00:00,19,2011
Payne Springs,,FLASH,TX,2011-07-27 00:20:00,19,2011
Chesterton,,DISK,IN,2011-07-27 01:00:00,19,2011
East Setauket,,CIRCLE,NY,2011-07-27 01:00:00,19,2011
Hilliard,,OVAL,OH,2011-07-27 01:00:00,19,2011
Watts,,VARIOUS,OK,2011-07-27 01:00:00,19,2011
Norwalk,,LIGHT,CT,2011-07-27 02:00:00,19,2011
Port Clinton,,OTHER,OH,2011-07-27 04:10:00,19,2011
Coram,,LIGHT,NY,2011-07-27 04:54:00,19,2011
El Paso,,SPHERE,TX,2011-07-27 05:18:00,19,2011
Lone Pine,,OTHER,PA,2011-07-27 08:00:00,19,2011
Edmond,,LIGHT,OK,2011-07-27 11:45:00,19,2011
Hilton Head Island,ORANGE,SpaceShip,OH,2011-07-27 21:00:00,19,2011
Roach,,FIREBALL,MO,2011-07-27 21:45:00,19,2011
York,ORANGE,FIREBALL,MA,2011-07-27 22:00:00,19,2011
Brookings,,CIRCLE,SD,2011-07-27 22:35:00,19,2011
Broadkill,GREEN,FIREBALL,DE,2011-07-27 23:00:00,19,2011
Nashville,,CIRCLE,TN,2011-07-27 23:30:00,19,2011
Overland Park,,FIREBALL,KS,2011-07-27 23:59:00,19,2011
Bronco,,LIGHT,TX,2011-07-28 00:00:00,11,2011
Pueblo,,DIAMOND,CO,2011-07-28 00:00:00,11,2011
Atlanta,RED,SpaceShip,GA,2011-07-28 08:30:00,11,2011
Beatty,,FLASH,NV,2011-07-28 10:30:00,11,2011
Princeton,BLUE,OVAL,WV,2011-07-28 12:20:00,11,2011
Blackduck,,CIRCLE,MN,2011-07-28 19:30:00,11,2011
La Habra,,LIGHT,CA,2011-07-28 20:45:00,11,2011
Boyd,,LIGHT,TX,2011-07-28 21:20:00,11,2011
Cotulla,ORANGE,LIGHT,TX,2011-07-28 21:45:00,11,2011
Lawrenceburg,ORANGE,OTHER,IN,2011-07-28 22:00:00,11,2011
Plano,,LIGHT,TX,2011-07-28 22:38:00,11,2011
Detroit,,SPHERE,MI,2011-07-29 00:30:00,14,2011
Fulshear,RED ORANGE,DISK,TX,2011-07-29 01:45:00,14,2011
Eagle Pass,,LIGHT,TX,2011-07-29 03:00:00,14,2011
Fort Collins,,VARIOUS,CO,2011-07-29 03:06:00,14,2011
Wenatchee,,LIGHT,WA,2011-07-29 17:00:00,14,2011
Hoover,,OTHER,AL,2011-07-29 17:20:00,14,2011
Spokane,,OVAL,WA,2011-07-29 17:54:00,14,2011
Indian Harbor Beach,RED,LIGHT,FL,2011-07-29 21:00:00,14,2011
Williamsport,,FIREBALL,PA,2011-07-29 21:56:00,14,2011
Concord,ORANGE,EGG,CA,2011-07-29 22:00:00,14,2011
Goshen,,CIRCLE,IN,2011-07-29 22:00:00,14,2011
Utica,ORANGE,CIRCLE,NY,2011-07-29 22:15:00,14,2011
Dunn,,SpaceShip,NC,2011-07-29 22:50:00,14,2011
Plainfield,ORANGE,FIREBALL,IL,2011-07-29 23:34:00,14,2011
Lowell,,LIGHT,MA,2011-07-30 00:00:00,41,2011
Eureka,,LIGHT,MI,2011-07-30 00:10:00,41,2011
Toledo,RED YELLOW BLUE,CYLINDER,OH,2011-07-30 01:35:00,41,2011
Marietta,,LIGHT,GA,2011-07-30 02:00:00,41,2011
Philadelphia,,FIREBALL,PA,2011-07-30 09:00:00,41,2011
Buzzards Bay,,DIAMOND,MA,2011-07-30 13:45:00,41,2011
Johnson,,CIGAR,VT,2011-07-30 17:45:00,41,2011
Bethlehem,,CIGAR,GA,2011-07-30 20:00:00,41,2011
Los Angeles,,FIREBALL,CA,2011-07-30 20:30:00,41,2011
Oconomowoc,,LIGHT,WI,2011-07-30 20:30:00,41,2011
Roseville,,LIGHT,MI,2011-07-30 20:48:00,41,2011
Holts Summit,,CIGAR,MO,2011-07-30 21:00:00,41,2011
Lumberton,RED,FIREBALL,NJ,2011-07-30 21:00:00,41,2011
New York City,,FIREBALL,NY,2011-07-30 21:00:00,41,2011
Prospect,ORANGE,CIRCLE,CT,2011-07-30 21:00:00,41,2011
Dubuque,,LIGHT,IA,2011-07-30 21:10:00,41,2011
Troy,,OVAL,NH,2011-07-30 21:18:00,41,2011
Wind Lake,RED,FIREBALL,WI,2011-07-30 21:20:00,41,2011
Newington,ORANGE,CIRCLE,CT,2011-07-30 21:35:00,41,2011
Yarmouthport,,SpaceShip,MA,2011-07-30 21:45:00,41,2011
Brandon,,CIRCLE,VT,2011-07-30 22:00:00,41,2011
Brentwood,ORANGE,FIREBALL,TN,2011-07-30 22:00:00,41,2011
Cassadaga,,FIREBALL,NY,2011-07-30 22:00:00,41,2011
Franklin,RED,FIREBALL,TN,2011-07-30 22:00:00,41,2011
Millsboro,,LIGHT,DE,2011-07-30 22:00:00,41,2011
Norfolk,,FIREBALL,MA,2011-07-30 22:00:00,41,2011
Norfolk,,LIGHT,MA,2011-07-30 22:00:00,41,2011
Squaw Valley,,LIGHT,CA,2011-07-30 22:00:00,41,2011
Toledo,,LIGHT,OH,2011-07-30 22:00:00,41,2011
Port Jeff Station,,FIREBALL,NY,2011-07-30 22:05:00,41,2011
Clermont,,SPHERE,FL,2011-07-30 22:12:00,41,2011
Stone Harbor,,FIREBALL,NJ,2011-07-30 22:15:00,41,2011
Painseville,,FIREBALL,OH,2011-07-30 22:18:00,41,2011
Bakersfield,,CIRCLE,CA,2011-07-30 22:30:00,41,2011
Mattapoisett,ORANGE,LIGHT,MA,2011-07-30 22:30:00,41,2011
Wildwood,,FIREBALL,NJ,2011-07-30 22:30:00,41,2011
Cary,ORANGE,CIRCLE,IL,2011-07-30 22:45:00,41,2011
Waterbury,,FIREBALL,CT,2011-07-30 22:54:00,41,2011
Dennisport,,RECTANGLE,MA,2011-07-30 23:00:00,41,2011
Smithville,GREEN,SpaceShip,TX,2011-07-30 23:00:00,41,2011
Lexington,,CIRCLE,KY,2011-07-30 23:10:00,41,2011
Ashland,RED,SpaceShip,KY,2011-07-31 00:00:00,16,2011
Fulton,,FIREBALL,NY,2011-07-31 00:00:00,16,2011
Rockaway Beach,,CHEVRON,OR,2011-07-31 00:00:00,16,2011
Terre du Lac,,LIGHT,MO,2011-07-31 00:20:00,16,2011
Goodyear Lake,RED,CIGAR,NY,2011-07-31 01:25:00,16,2011
Milford,ORANGE,OVAL,CT,2011-07-31 21:00:00,16,2011
Yarmouthport,,DIAMOND,MA,2011-07-31 21:45:00,16,2011
San Diego,,LIGHT,CA,2011-07-31 22:22:00,16,2011
Lyndonville,ORANGE,FIREBALL,VT,2011-07-31 22:30:00,16,2011
Seven Hills,,LIGHT,OH,2011-07-31 22:31:00,16,2011
Princeton,ORANGE,OTHER,MN,2011-07-31 22:50:00,16,2011
Barrington,,LIGHT,IL,2011-07-31 22:51:00,16,2011
Algonquin,ORANGE,CIRCLE,IL,2011-07-31 23:00:00,16,2011
Beaverville,ORANGE,LIGHT,IL,2011-07-31 23:00:00,16,2011
Kenosha,RED,LIGHT,WI,2011-07-31 23:00:00,16,2011
Lakeside,ORANGE,FIREBALL,CA,2011-07-31 23:30:00,16,2011
Bokchito,ORANGE,LIGHT,OK,2011-08-01 00:00:00,17,2011
Clinton,,LIGHT,WA,2011-08-01 00:30:00,17,2011
Lawrence,,OTHER,MA,2011-08-01 00:45:00,17,2011
Danville,,LIGHT,VA,2011-08-01 01:00:00,17,2011
Orting,,LIGHT,WA,2011-08-01 01:00:00,17,2011
Atlanta,,LIGHT,GA,2011-08-01 01:06:00,17,2011
Davenport,ORANGE,CROSS,WA,2011-08-01 03:00:00,17,2011
San Francisco,,LIGHT,CA,2011-08-01 03:30:00,17,2011
Poland,,CIRCLE,ME,2011-08-01 04:30:00,17,2011
Severa Park,,EGG,MD,2011-08-01 04:30:00,17,2011
South Milwaukee,,LIGHT,WI,2011-08-01 21:00:00,17,2011
Brick Town,,LIGHT,NJ,2011-08-01 22:00:00,17,2011
Violet,BLUE,SpaceShip,LA,2011-08-01 22:00:00,17,2011
Newport News,RED,LIGHT,VA,2011-08-01 22:15:00,17,2011
Arvada,,CIRCLE,CO,2011-08-01 22:30:00,17,2011
Springfield,GREEN,DIAMOND,TN,2011-08-01 23:00:00,17,2011
Winnsboro,RED BLUE,LIGHT,LA,2011-08-01 23:00:00,17,2011
Warsaw,,CIRCLE,NC,2011-08-02 00:00:00,17,2011
Kennewick,RED,LIGHT,WA,2011-08-02 00:26:00,17,2011
Sumter,,SpaceShip,SC,2011-08-02 01:00:00,17,2011
Memphis,,CYLINDER,TN,2011-08-02 02:00:00,17,2011
Albuquerque,,CIRCLE,NM,2011-08-02 21:15:00,17,2011
Owego,,SpaceShip,NY,2011-08-02 21:25:00,17,2011
Mahanoy City,,FIREBALL,PA,2011-08-02 21:30:00,17,2011
Rocklin,,RECTANGLE,CA,2011-08-02 21:35:00,17,2011
Lakeside,,CIRCLE,CA,2011-08-02 21:50:00,17,2011
Greenbush,GREEN,LIGHT,MI,2011-08-02 22:00:00,17,2011
Silver Spring,,SPHERE,MD,2011-08-02 22:00:00,17,2011
Riverside,,LIGHT,CA,2011-08-02 22:04:00,17,2011
Blue Springs,,SPHERE,MO,2011-08-02 22:30:00,17,2011
Harbor City,,CHEVRON,CA,2011-08-02 22:30:00,17,2011
Clarksville,,LIGHT,TN,2011-08-02 23:00:00,17,2011
Columbus,,FIREBALL,OH,2011-08-02 23:00:00,17,2011
Holladay,,LIGHT,UT,2011-08-02 23:20:00,17,2011
Ankeny,,FORMATION,IA,2011-08-03 00:14:00,17,2011
South Point,,LIGHT,OH,2011-08-03 01:00:00,17,2011
San Antonio,,SpaceShip,TX,2011-08-03 01:20:00,17,2011
Fort Collins,BLUE,SPHERE,CO,2011-08-03 05:15:00,17,2011
Alexandria,,DISK,VA,2011-08-03 12:31:00,17,2011
Teterboro,,CIRCLE,NJ,2011-08-03 13:15:00,17,2011
Fredericksburg,,LIGHT,VA,2011-08-03 15:18:00,17,2011
Ocean Isle Beach,,FORMATION,NC,2011-08-03 20:45:00,17,2011
Arcata,,LIGHT,CA,2011-08-03 20:52:00,17,2011
Eagle Pass,ORANGE,OVAL,TX,2011-08-03 21:00:00,17,2011
Hatteras,ORANGE,FORMATION,NC,2011-08-03 21:00:00,17,2011
Mount Shasta,,LIGHT,CA,2011-08-03 21:00:00,17,2011
Wheeling,,LIGHT,IL,2011-08-03 21:35:00,17,2011
Albert Lake,,SPHERE,OR,2011-08-03 22:00:00,17,2011
Nampa,,SpaceShip,ID,2011-08-03 22:49:00,17,2011
Key Largo,,CHEVRON,FL,2011-08-03 23:00:00,17,2011
Lakeview,,SPHERE,OR,2011-08-03 23:00:00,17,2011
Ontonagon,,LIGHT,MI,2011-08-04 00:00:00,18,2011
Round Rock,,CIRCLE,TX,2011-08-04 00:00:00,18,2011
Fairfield,,FLASH,VA,2011-08-04 00:23:00,18,2011
Asheville,,VARIOUS,NC,2011-08-04 01:20:00,18,2011
Willow Springs,,OTHER,IL,2011-08-04 03:30:00,18,2011
Nacogdoches,,SpaceShip,TX,2011-08-04 03:45:00,18,2011
San Jose,,OTHER,CA,2011-08-04 12:00:00,18,2011
Pinellas Park,,SpaceShip,FL,2011-08-04 15:11:00,18,2011
Pinellas Park,,SpaceShip,FL,2011-08-04 15:11:00,18,2011
Kingman,,OVAL,AZ,2011-08-04 20:45:00,18,2011
Kingman,,OVAL,AZ,2011-08-04 20:45:00,18,2011
Kingman,,VARIOUS,AZ,2011-08-04 21:00:00,18,2011
Crestwood,,FIREBALL,KY,2011-08-04 22:00:00,18,2011
Post Falls,,LIGHT,ID,2011-08-04 22:00:00,18,2011
Gresham,,OTHER,OR,2011-08-04 22:10:00,18,2011
Winter,,RECTANGLE,WI,2011-08-04 22:10:00,18,2011
Kingman,,LIGHT,AZ,2011-08-04 22:30:00,18,2011
Canfield,,FIREBALL,OH,2011-08-04 23:00:00,18,2011
Miami Beach,,LIGHT,FL,2011-08-05 00:00:00,16,2011
Hialeah,,FIREBALL,FL,2011-08-05 01:13:00,16,2011
Sugar Land,,RECTANGLE,TX,2011-08-05 05:15:00,16,2011
South Lyon,,OVAL,MI,2011-08-05 12:15:00,16,2011
Cheyenne,,CIRCLE,WY,2011-08-05 18:13:00,16,2011
Grafton,ORANGE,LIGHT,MA,2011-08-05 20:30:00,16,2011
Pueblo,,SpaceShip,CO,2011-08-05 20:50:00,16,2011
Sandwich,RED,FIREBALL,IL,2011-08-05 20:53:00,16,2011
Luxemburg,ORANGE,SpaceShip,WI,2011-08-05 21:15:00,16,2011
Merrillville,,FIREBALL,IN,2011-08-05 21:15:00,16,2011
Schererville,ORANGE,SpaceShip,IN,2011-08-05 21:15:00,16,2011
Oaks,,SpaceShip,PA,2011-08-05 21:55:00,16,2011
Long Beach,GREEN,LIGHT,CA,2011-08-05 22:15:00,16,2011
Winter,,FIREBALL,WI,2011-08-05 23:00:00,16,2011
Woodstock,,FORMATION,WV,2011-08-05 23:00:00,16,2011
Cambridge,RED BLUE,SpaceShip,ID,2011-08-05 23:45:00,16,2011
Pendleton,ORANGE,SpaceShip,IN,2011-08-06 00:00:00,22,2011
Round Rock,,CIRCLE,TX,2011-08-06 00:00:00,22,2011
Tucson,,LIGHT,AZ,2011-08-06 00:00:00,22,2011
Canyon Lake,RED,SpaceShip,CA,2011-08-06 00:14:00,22,2011
Maryland,,OVAL,MD,2011-08-06 03:00:00,22,2011
Lehigh Acres,,LIGHT,FL,2011-08-06 05:00:00,22,2011
Fayetteville,,DISK,NC,2011-08-06 19:30:00,22,2011
Long Beach,,CONE,CA,2011-08-06 20:34:00,22,2011
Campbell,,FIREBALL,CA,2011-08-06 20:45:00,22,2011
Moline,,FIREBALL,IL,2011-08-06 21:00:00,22,2011
Halliday,,FIREBALL,ND,2011-08-06 21:15:00,22,2011
Oakdale,,FIREBALL,NY,2011-08-06 21:30:00,22,2011
Seaside,,FIREBALL,OR,2011-08-06 21:30:00,22,2011
Belleville,,LIGHT,MI,2011-08-06 21:45:00,22,2011
Northport,,FIREBALL,MI,2011-08-06 21:45:00,22,2011
Bloomington,,LIGHT,MN,2011-08-06 21:50:00,22,2011
Fargo,,LIGHT,ND,2011-08-06 22:50:00,22,2011
Algonquin,,LIGHT,IL,2011-08-06 23:00:00,22,2011
Masaryktown,GREEN,FIREBALL,FL,2011-08-06 23:00:00,22,2011
Orwell,,LIGHT,OH,2011-08-06 23:00:00,22,2011
Tampa,,FIREBALL,FL,2011-08-06 23:05:00,22,2011
Naples,BLUE,CIRCLE,FL,2011-08-06 23:35:00,22,2011
Ocala,RED,CIRCLE,FL,2011-08-07 00:00:00,12,2011
Winslow,,LIGHT,ME,2011-08-07 00:41:00,12,2011
Oronoco,,LIGHT,MN,2011-08-07 01:14:00,12,2011
Lehigh Acres,,LIGHT,FL,2011-08-07 05:00:00,12,2011
Kingman,,OTHER,AZ,2011-08-07 08:30:00,12,2011
Joppa,,LIGHT,MD,2011-08-07 10:15:00,12,2011
Minneapolis,,CIRCLE,MN,2011-08-07 18:30:00,12,2011
Big Sur,RED BLUE,FORMATION,CA,2011-08-07 21:00:00,12,2011
Park Ridge,RED,CIRCLE,IL,2011-08-07 21:40:00,12,2011
Payson,,LIGHT,UT,2011-08-07 22:30:00,12,2011
El Cajon,,FORMATION,CA,2011-08-07 23:00:00,12,2011
Clarkston,,OVAL,MI,2011-08-07 23:15:00,12,2011
Felton,,OTHER,CA,2011-08-08 00:00:00,16,2011
East Moline,,LIGHT,IL,2011-08-08 02:30:00,16,2011
Commerce City,,LIGHT,CO,2011-08-08 04:50:00,16,2011
Kearns,GREEN,CHEVRON,UT,2011-08-08 10:30:00,16,2011
Commerce Cityy,,OVAL,CO,2011-08-08 15:07:00,16,2011
Norwalk,,LIGHT,CA,2011-08-08 17:00:00,16,2011
Amado,,SPHERE,AZ,2011-08-08 18:30:00,16,2011
Clinton,,OTHER,CT,2011-08-08 19:41:00,16,2011
Asheville,,TEARDROP,NC,2011-08-08 19:45:00,16,2011
Catlettsburg,,SPHERE,KY,2011-08-08 20:00:00,16,2011
Tulsa,,LIGHT,OK,2011-08-08 20:00:00,16,2011
Corolla,ORANGE,SPHERE,NC,2011-08-08 22:15:00,16,2011
Dallas,,SpaceShip,TX,2011-08-08 22:30:00,16,2011
Vista,RED,SpaceShip,CA,2011-08-08 22:50:00,16,2011
Medford,,LIGHT,OR,2011-08-08 23:00:00,16,2011
Winslow,,LIGHT,ME,2011-08-08 23:00:00,16,2011
Commack,,LIGHT,NY,2011-08-09 01:00:00,6,2011
Mount Summit,,SpaceShip,IN,2011-08-09 02:00:00,6,2011
Auburn,,CROSS,WA,2011-08-09 08:30:00,6,2011
Rose Mountain Pass,,CIGAR,NV,2011-08-09 10:30:00,6,2011
Tucson,,RECTANGLE,AZ,2011-08-09 20:15:00,6,2011
Honolulu,GREEN,LIGHT,HI,2011-08-09 21:00:00,6,2011
Yakima,,LIGHT,WA,2011-08-10 02:00:00,13,2011
Washington,,DISK,PA,2011-08-10 11:24:00,13,2011
South New Brunswick,,CIRCLE,NJ,2011-08-10 12:30:00,13,2011
Muncie,ORANGE,DISK,IN,2011-08-10 13:00:00,13,2011
Worcester,,EGG,MA,2011-08-10 13:00:00,13,2011
Billings,,OVAL,MT,2011-08-10 19:34:00,13,2011
South Nags Head,,LIGHT,NC,2011-08-10 21:15:00,13,2011
Trout Lake,,OTHER,WA,2011-08-10 21:30:00,13,2011
Auburn,,LIGHT,WA,2011-08-10 21:45:00,13,2011
Inlet,RED,CIRCLE,NY,2011-08-10 21:50:00,13,2011
Bartlett,,CIGAR,TN,2011-08-10 22:00:00,13,2011
Wakefield,,FORMATION,MA,2011-08-10 22:00:00,13,2011
Del Rio,RED,LIGHT,TX,2011-08-10 22:30:00,13,2011
Wyandotte,,SpaceShip,MI,2011-08-11 01:30:00,26,2011
Lake Worth,,LIGHT,FL,2011-08-11 02:00:00,26,2011
Orr's Island,,LIGHT,ME,2011-08-11 02:30:00,26,2011
Topeka,,LIGHT,KS,2011-08-11 04:15:00,26,2011
Trafford,RED,OTHER,PA,2011-08-11 09:15:00,26,2011
Bend,BLUE,LIGHT,OR,2011-08-11 10:00:00,26,2011
Beatrice,,LIGHT,NE,2011-08-11 11:30:00,26,2011
Fort Collins,,CIRCLE,CO,2011-08-11 12:35:00,26,2011
West Salem,,CIRCLE,WI,2011-08-11 17:58:00,26,2011
Buena park,,FIREBALL,CA,2011-08-11 20:00:00,26,2011
North Massapequa,,FIREBALL,NY,2011-08-11 20:48:00,26,2011
Desoto,GREEN,FIREBALL,MO,2011-08-11 21:00:00,26,2011
Norway,RED,FIREBALL,MI,2011-08-11 21:00:00,26,2011
Plainfield,RED,FORMATION,IL,2011-08-11 21:00:00,26,2011
Poyntelle,,LIGHT,PA,2011-08-11 21:30:00,26,2011
Streetsboro,,LIGHT,OH,2011-08-11 21:45:00,26,2011
Oak Bluffs,ORANGE,LIGHT,MA,2011-08-11 22:00:00,26,2011
Olympia,RED,LIGHT,WA,2011-08-11 22:10:00,26,2011
Orlando,GREEN,FIREBALL,FL,2011-08-11 22:35:00,26,2011
Binghamton,RED,RECTANGLE,NY,2011-08-11 22:36:00,26,2011
Wesley Chapel,GREEN,FIREBALL,FL,2011-08-11 22:40:00,26,2011
Roanoke,RED,DISK,VA,2011-08-11 23:00:00,26,2011
Virginia Beach,,FIREBALL,VA,2011-08-11 23:05:00,26,2011
Stowe,,FIREBALL,VT,2011-08-11 23:15:00,26,2011
Annapolis,,RECTANGLE,MD,2011-08-11 23:30:00,26,2011
LaGrange,,LIGHT,GA,2011-08-11 23:35:00,26,2011
Pottstown,,SPHERE,PA,2011-08-12 00:00:00,38,2011
Derby,,LIGHT,CT,2011-08-12 00:30:00,38,2011
Barton,RED,SpaceShip,VT,2011-08-12 02:30:00,38,2011
Napa,,LIGHT,CA,2011-08-12 03:00:00,38,2011
Staten Island,,OTHER,NY,2011-08-12 03:05:00,38,2011
Kings Mountain,,LIGHT,NC,2011-08-12 05:30:00,38,2011
Honolulu,,SPHERE,HI,2011-08-12 06:00:00,38,2011
Atlanta,,SpaceShip,GA,2011-08-12 06:34:00,38,2011
Gig Harbor,,LIGHT,WA,2011-08-12 07:45:00,38,2011
Bel Air,,FIREBALL,MD,2011-08-12 09:30:00,38,2011
St. Louis,,LIGHT,MO,2011-08-12 11:30:00,38,2011
Puget Sound,,DISK,WA,2011-08-12 14:13:00,38,2011
Emmett,,DISK,ID,2011-08-12 15:00:00,38,2011
Collins,,LIGHT,MS,2011-08-12 17:03:00,38,2011
Temecula,,LIGHT,CA,2011-08-12 19:00:00,38,2011
El Centro,BLUE,LIGHT,CA,2011-08-12 20:00:00,38,2011
New Castle,,SpaceShip,NH,2011-08-12 20:15:00,38,2011
Wernersville,,SPHERE,PA,2011-08-12 20:15:00,38,2011
Westport,,FIREBALL,MA,2011-08-12 20:30:00,38,2011
Twenty Nine Palms,,DISK,CA,2011-08-12 20:40:00,38,2011
Charlotte,,CIRCLE,NC,2011-08-12 20:45:00,38,2011
Encinitas,,LIGHT,CA,2011-08-12 21:00:00,38,2011
Galveston,,LIGHT,TX,2011-08-12 21:00:00,38,2011
Long Island,,LIGHT,NY,2011-08-12 21:00:00,38,2011
Moses Lake,,FIREBALL,WA,2011-08-12 21:00:00,38,2011
Owensboro,,LIGHT,KY,2011-08-12 21:00:00,38,2011
York,ORANGE,LIGHT,ME,2011-08-12 21:00:00,38,2011
Rhodhiss,,LIGHT,NC,2011-08-12 21:15:00,38,2011
Stonelick Park,,FIREBALL,OH,2011-08-12 21:30:00,38,2011
Chillicothe,,OTHER,IL,2011-08-12 21:45:00,38,2011
Paris Landing,ORANGE,SPHERE,TN,2011-08-12 21:45:00,38,2011
Whitefish,RED ORANGE,FIREBALL,MT,2011-08-12 21:55:00,38,2011
Forked River,,FIREBALL,NJ,2011-08-12 22:00:00,38,2011
Houston,ORANGE,SpaceShip,TX,2011-08-12 22:00:00,38,2011
Cheektowaga,ORANGE,LIGHT,NY,2011-08-12 22:40:00,38,2011
Muskegon,,FIREBALL,MI,2011-08-12 23:00:00,38,2011
Yonkers,,LIGHT,NY,2011-08-12 23:15:00,38,2011
Mandeville,ORANGE,SPHERE,LA,2011-08-12 23:27:00,38,2011
